objectid,parentid,title,creator,date,date-is-approximate?,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
digital_benin,,Digital Benin,Digital Benin,,,"Community-centered knowledge production about stolen cultural heritage, using multiple forms and presentations of knowledge and local-language metadata terminology (oral history, storytelling, critical reflections on metadata and archiving).",digital project; digital archive; example; aggregation; Indigenous knowledge; multilingual; metadata,,,,https://digitalbenin.org/,,InteractiveResource,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,image,/objects/screenshots/digital_benin.jpg,/objects/small/digital_benin_sm.jpg,/objects/thumbs/digital_benin_th.jpg,Screenshot of the Digital Benin homepage,
mukurtu,,Mukurtu CMS,"Mukurtu / Center for Digital Scholarship and Curation, Washington State University",,,"A content management system designed for Indigenous collections, supporting community protocols for access and description.",digital project; CMS; digital tools,,,,https://mukurtu.org/,,Software,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,image,/objects/screenshots/mukurtu.jpg,/objects/small/mukurtu_sm.jpg,/objects/thumbs/mukurtu_th.jpg,Screenshot of the Mukurtu CMS homepage,
whose_knowledge_dti,,Whose Knowledge? — Decolonizing the Internet’s Structured Data Report,Whose Knowledge?,,,"Report and resource on decolonizing structured data on the internet, from Whose Knowledge?.",design; metadata; resource; citation,,,,https://whoseknowledge.org/resource/dti-structured-data-report/,,Text,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,image,/objects/screenshots/whoseknowledge.jpg,/objects/small/whoseknowledge_sm.jpg,/objects/thumbs/whoseknowledge_th.jpg,,
niiwin,,Niiwin,Niiwin,,,Indigenous data sovereignty software.,digital project; software; digital tool; design; resource,,,,https://niiwin.app/,,Software,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,image,/objects/screenshots/niiwin.jpg,/objects/small/niiwin_sm.jpg,/objects/thumbs/niiwin_th.jpg,Screenshot of the Niiwin app homepage,
rrn,,Reciprocal Research Network (RRN),Musqueam Indian Band; Stó:lō Nation/Tribal Council; U’mista Cultural Society; Museum of Anthropology at UBC,,,"A collaborative online research tool for Northwest Coast First Nations cultural heritage held across partner institutions. Supports reciprocal research between communities, researchers, and museums.",digital project; digital archive; aggregation; example; documentation,,,,https://www.rrncommunity.org/,,InteractiveResource,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,image,/objects/screenshots/rrn.jpg,/objects/small/rrn_sm.jpg,/objects/thumbs/rrn_th.jpg,Screenshot of the Reciprocal Research Network homepage,
design_justice,,Design Justice (MIT Press open access book),"Costanza-Chock, Sasha / Design Justice Network",,,Open-access book on design justice for digital tools and systems. A touchstone for thinking about who is centered and excluded in design processes.,resource; design; citation,,,,https://designjustice.mitpress.mit.edu/,,Text,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,image,/objects/screenshots/design_justice.jpg,/objects/small/design_justice_sm.jpg,/objects/thumbs/design_justice_th.jpg,Screenshot of the Design Justice open-access book site,
calisphere,,Calisphere,California Digital Library / University of California,,,"A repository aggregating resources from many memory organizations in California, with substantial documentation of process and practice.",digital project; digital archive; aggregation; example; documentation,,,,https://calisphere.org/overview/,,InteractiveResource,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,image,/objects/screenshots/calisphere.jpg,/objects/small/calisphere_sm.jpg,/objects/thumbs/calisphere_th.jpg,Screenshot of the Calisphere overview page,
rikolti,,Rikolti (Calisphere 2.0 harvester),University of California Libraries,,,Open-source harvester powering Calisphere 2.0 metadata aggregation across contributing institutions.,digital project; digital tool; repository aggregator; open source; example,,,,https://github.com/ucldc/rikolti,,Software,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,image,/objects/screenshots/rikolti.jpg,/objects/small/rikolti_sm.jpg,/objects/thumbs/rikolti_th.jpg,Screenshot of the Rikolti GitHub repository,
sssom,,SSSOM — Simple Standard for Sharing Ontological Mappings,Mapping Commons / SSSOM community,,,A community-driven standard designed to facilitate the exchange and integration of semantic entity mappings. Encountered via Digital Scriptorium's work on interrelating data mappings.,digital project; ontology; metadata standard; semantic mapping; controlled vocabulary; digital tool,,,,https://mapping-commons.github.io/sssom/,,Software,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,image,/objects/screenshots/sssom.jpg,/objects/small/sssom_sm.jpg,/objects/thumbs/sssom_th.jpg,Screenshot of the SSSOM documentation site,
yamz,,YAMZ,YAMZ,,,"YAMZ (pronounced ""yams"") is an open vocabulary of metadata terms from all domains and from all parts of ""metadata speech.""",digital project; digital tool; controlled vocabulary; open vocabulary,,,,https://yamz.net/,,Software,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,image,/objects/screenshots/yamz.jpg,/objects/small/yamz_sm.jpg,/objects/thumbs/yamz_th.jpg,Screenshot of the YAMZ homepage,
black_publishing,,Black Self-Publishing — Methodology (American Antiquarian Society),American Antiquarian Society,,,"Methodology writing on how the project determined keywords, searching, and decisions about inclusion in a digital collection of Black self-publishing.",digital project; digital archive; methodology; keywording; example; controlled vocabulary,,,,https://collections.americanantiquarian.org/blackpublishing/methodology,,InteractiveResource,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,image,/objects/screenshots/black_publishing.jpg,/objects/small/black_publishing_sm.jpg,/objects/thumbs/black_publishing_th.jpg,Screenshot of the Black Self-Publishing methodology page,
digital_scriptorium,,Digital Scriptorium — About / Data Model,Digital Scriptorium,,,Documentation of Digital Scriptorium's data model and how it brings together metadata from various repositories and layers it.,digital project; digital archive; data model; aggregation; controlled vocabulary,,,,https://digital-scriptorium.org/about/about-ds/,,InteractiveResource,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,image,/objects/screenshots/digital_scriptorium.jpg,/objects/small/digital_scriptorium_sm.jpg,/objects/thumbs/digital_scriptorium_th.jpg,Screenshot of the Digital Scriptorium About page,
gender_network,,gender.network,gender.network,,,A manually aggregated archive of trans zine culture.,digital project; digital archive; example; aggregation; visualization,,,,https://gender.network/about,,InteractiveResource,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,image,/objects/screenshots/gender_network.jpg,/objects/small/gender_network_sm.jpg,/objects/thumbs/gender_network_th.jpg,Screenshot of the gender.network about page,
on_these_grounds,,On These Grounds — Descriptive Model,On These Grounds,,,"Data model, descriptive model, and controlled vocabularies framed theoretically, with writing about implementing the model in Omeka S. A touchstone for making sense of controlled vocabularies mid-project. Aims to create, evaluate, revise, and disseminate a LOD ontology focused on adequately describing the lived experiences of enslaved individuals who labored in bondage at higher education institutions; create resources enabling other colleges and universities to undertake this work; and aggregate resulting data to increase discoverability and foster new scholarship.",digital project; example; controlled vocabulary; data model; documentation,,,,https://onthesegrounds.org/s/OTG/page/descriptive-model,,InteractiveResource,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,image,/objects/screenshots/on_these_grounds.jpg,/objects/small/on_these_grounds_sm.jpg,/objects/thumbs/on_these_grounds_th.jpg,Screenshot of the On These Grounds descriptive model page,
rhizome_object,,Rhizome — archived public art / VR-related object,Rhizome,,,Archived Rhizome object page (web.archive.org capture). Cited as a touchstone for Sara alongside e-artexte and Flourish when going into the project.,digital project; new media archive; digital archive; example; repository,,,,https://web.archive.org/web/20100429114826/http://rhizome.org/object.php?49840,,InteractiveResource,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,image,/objects/screenshots/rhizome.jpg,/objects/small/rhizome_sm.jpg,/objects/thumbs/rhizome_th.jpg,Screenshot of an archived Rhizome object page,
blackity,,Blackity (Artexte),Artexte,,,,digital project; digital archive; documentation; Black art; example,,,,https://www.artexte.art/en/blackity,,InteractiveResource,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,image,/objects/screenshots/blackity.jpg,/objects/small/blackity_sm.jpg,/objects/thumbs/blackity_th.jpg,Screenshot of the Blackity project page on Artexte,
e_artexte,,e-artexte,Artexte,,,,digital project; digital archive; documentation; repository; example; data model,,,,https://e-artexte.ca/information.html,,InteractiveResource,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,image,/objects/screenshots/e_artexte.jpg,/objects/small/e_artexte_sm.jpg,/objects/thumbs/e_artexte_th.jpg,Screenshot of the e-artexte information page,
flourish,,Flourish — data visualization examples,,,,Data visualization example gallery.,data visualization; digital tools,,,,https://flourish.studio/examples/,,Software,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,image,/objects/screenshots/flourish.jpg,/objects/small/flourish_sm.jpg,/objects/thumbs/flourish_th.jpg,Screenshot of the Flourish examples gallery,
gent_gemapt,,Gent Gemapt (kaart.gentgemapt.be),Gent Gemapt,,,A site that uses both a timeline and a map as navigation tools over a digital collection.,digital project; digital archive; map; timeline; data visualization; example,,,,https://kaart.gentgemapt.be/,,InteractiveResource,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,image,/objects/screenshots/gent_gemapt.jpg,/objects/small/gent_gemapt_sm.jpg,/objects/thumbs/gent_gemapt_th.jpg,Screenshot of the Gent Gemapt map/timeline interface,
printed_matter,,Printed Matter — catalog item (data model reference),"Printed Matter, Inc.",,,Example catalog record illustrating Printed Matter's data model and impactful website design for artists' books and publications.,digital project; example; data model; repository,,,,https://www.printedmatter.org/catalog/71513,,InteractiveResource,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,image,/objects/screenshots/printed_matter.jpg,/objects/small/printed_matter_sm.jpg,/objects/thumbs/printed_matter_th.jpg,Screenshot of a Printed Matter catalog record page,
fire_lines,,Fire Lines,"Center for Digital Inquiry and Learning (CDIL), University of Idaho",,,CollectionBuilder digital collection / exhibit.,digital project; digital archive; exhibit; data visualization; example,,,,https://cdil.lib.uidaho.edu/fire-lines/,,InteractiveResource,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,image,/objects/screenshots/fire_lines.jpg,/objects/small/fire_lines_sm.jpg,/objects/thumbs/fire_lines_th.jpg,Screenshot of the Fire Lines CollectionBuilder site,
postcustodial_praxis,,Postcustodial Praxis,"Boyles, Christina, et al.",2022-04,,"Talks about postcustodial praxis, community collaboration, and response language/design.",citation; archives; community; metadata,,,,https://doi.org/10.55520/H1KMMTE9,https://doi.org/10.55520/H1KMMTE9,Text,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,record,https://doi.org/10.55520/H1KMMTE9,,,,,
imagine_otherwise,,To Be Able to Imagine Otherwise: Community Archives and the Importance of Representation,"Caswell, Michelle; Migoni, Alda Allina; et al.",2017-01,,"Community archives and the importance of representation.",citation; community archives; representation,,,,"Archives and Records, vol. 38, no. 1, Jan. 2017, pp. 5–26",https://doi.org/10.1080/23257962.2016.1260445,Text,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,record,https://doi.org/10.1080/23257962.2016.1260445,,,,,
discover_yourself_existing,,To Suddenly Discover Yourself Existing: Uncovering the Impact of Community Archives,"Caswell, Michelle; Cifor, Marika; et al.",2016-06,,"Uncovering the impact of community archives.",citation; community archives,,,,"The American Archivist, vol. 79, no. 1, June 2016, pp. 56–81",https://doi.org/10.17723/0360-9081.79.1.56,Text,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,record,https://doi.org/10.17723/0360-9081.79.1.56,,,,,
leading_love_hospitality,,Leading with Love and Hospitality: Applying a Radical Pedagogy to LIS,"Cooke, Nicole A.",2019,,"Applying a radical pedagogy to LIS.",citation; pedagogy; LIS,,,,"Information and Learning Sciences, vol. 120, no. 1/2, pp. 119–132",https://doi.org/10.1108/ILS-06-2018-0054,Text,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,record,https://doi.org/10.1108/ILS-06-2018-0054,,,,,
design_practices_nothing_about_us,,"Design Practices: ""Nothing about Us without Us.""","Costanza-Chock, Sasha",2020-03,,"Design Justice book chapter on design practices.",citation; design justice,,,,Design Justice,https://designjustice.mitpress.mit.edu/pub/cfohnud7/release/4,Text,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,record,https://designjustice.mitpress.mit.edu/pub/cfohnud7/release/4,,,,,
design_values_hard_coding,,Design Values: Hard-Coding Liberation?,"Costanza-Chock, Sasha",2020-03,,"Design Justice book chapter on design values.",citation; design justice,,,,Design Justice,https://designjustice.mitpress.mit.edu/pub/3h2zq86d/release/1,Text,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,record,https://designjustice.mitpress.mit.edu/pub/3h2zq86d/release/1,,,,,
artistic_network_toolkit,,Artistic Network Toolkit (ANT): Democratizing Network Modeling in Art Historical Scholarship,"Culotta, Alexis; Culotta, Aron",,,"Democratizing network modeling in art historical scholarship.",citation; digital humanities,,,,Digital Humanities Quarterly,http://www.digitalhumanities.org/dhq/vol/19/2/000777/000777.html,Text,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,record,http://www.digitalhumanities.org/dhq/vol/19/2/000777/000777.html,,,,,
enacting_data_feminism,,Enacting Data Feminism in Advocacy Data Work,"Darian, Shiva; et al.",2023-04,,"Enacting data feminism in advocacy data work.",citation; data feminism,,,,"Proceedings of the ACM on Human-Computer Interaction, vol. 7, no. CSCW1, Apr. 2023, pp. 1–28",https://doi.org/10.1145/3579480,Text,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,record,https://doi.org/10.1145/3579480,,,,,
linked_data_cultural_heritage,,"Linked Data and Cultural Heritage: A Systematic Review of Participation, Collaboration, and Motivation","Davis, Edie; Heravi, Bahareh",2021-06,,"Systematic review of linked data and cultural heritage.",citation; linked data; cultural heritage,,,,"Journal on Computing and Cultural Heritage, vol. 14, no. 2, June 2021, pp. 1–18",https://doi.org/10.1145/3429458,Text,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,record,https://doi.org/10.1145/3429458,,,,,
imagining_indigenous_ontologies,,Imagining: Creating Spaces for Indigenous Ontologies,"Duarte, Marisa Elena; Belarde-Lewis, Miranda",2015-07,,Useful grounding for trying to do design and organization differently.,citation; Indigenous ontologies; metadata,,,,"Cataloging & Classification Quarterly, vol. 53, no. 5–6, July 2015, pp. 677–702",https://doi.org/10.1080/01639374.2015.1018396,Text,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,record,https://doi.org/10.1080/01639374.2015.1018396,,,,,
omeka_place_land,,An Omeka S Repository for Place- and Land-Based Teaching and Learning,"Ingram-Monteiro, N.; McKernan, R.",2022,,"Omeka S repository for place- and land-based teaching and learning.",citation; Omeka; pedagogy,,,,"Information Technology and Libraries, vol. 41, no. 3",https://doi.org/10.6017/ital.v41i3.15123,Text,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,record,https://doi.org/10.6017/ital.v41i3.15123,,,,,
integration_models_linked_data,,Integration of Models for Linked Data in Cultural Heritage and Contributions to the FAIR Principles,"Koch, Inês",2022-06,,"Integration of models for linked data in cultural heritage.",citation; linked data; FAIR,,,,"Proceedings of the 22nd ACM/IEEE Joint Conference on Digital Libraries, June 2022, pp. 1–2",https://doi.org/10.1145/3529372.3530957,Text,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,record,https://doi.org/10.1145/3529372.3530957,,,,,
building_interface_argument,,Building an Interface as an Argument? The Case Study of Untangling the Cordel,"Leblanc, Elina",2024,,"Building an interface as an argument using Untangling the Cordel.",citation; interface design; digital humanities,,,,Digital Humanities Quarterly,http://www.digitalhumanities.org/dhq/vol/18/1/000695/000695.html,Text,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,record,http://www.digitalhumanities.org/dhq/vol/18/1/000695/000695.html,,,,,
archives_radical_hospitality,,Archives as Spaces of Radical Hospitality,"Lee, Jamie A.",2021-04,,"Archives as spaces of radical hospitality.",citation; archives; hospitality,,,,"Australian Feminist Studies, vol. 36, no. 108, Apr. 2021, pp. 156–64",https://doi.org/10.1080/08164649.2021.1969520,Text,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,record,https://doi.org/10.1080/08164649.2021.1969520,,,,,
sabil_digital_archive,,Sabīl The Digital Archive: Technical Development Study (Prefinal Draft),"Mari, Faiq; Seguin, Benoit",2021-09,,"Technical development study for Sabīl digital archive.",citation; digital archive,,,,ETH Zurich,https://doi.org/10.3929/ETHZ-B-000597031,Text,application/pdf,,Refer to source site for rights; screenshots used for educational workshop reference.,,record,https://doi.org/10.3929/ETHZ-B-000597031,,,,,
marrying_local_metadata,,Marrying Local Metadata Needs With Accepted Standards: The Creation of a Data Dictionary at the University of Illinois at Chicago,"Martin, Kristin E.",2011-02,,"Creating a data dictionary at UIC.",citation; metadata; data dictionary,,,,"Journal of Library Metadata, vol. 11, no. 1, Feb. 2011, pp. 33–50",https://doi.org/10.1080/19386389.2011.545006,Text,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,record,https://doi.org/10.1080/19386389.2011.545006,,,,,
always_be_migrating,,Always Be Migrating,"McAulay, Elizabeth",2021-02,,"Always be migrating.",citation; digital preservation,,,,The Code4Lib Journal,https://journal.code4lib.org/articles/15568,Text,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,record,https://journal.code4lib.org/articles/15568,,,,,
dh_so_white,,Why Are the Digital Humanities So White? or Thinking the Histories of Race and Computation,"McPherson, Tara",2012,,"Thinking the histories of race and computation in digital humanities.",citation; digital humanities; race,,,,Debates in the Digital Humanities,https://dhdebates.gc.cuny.edu/read/untitled-88c11800-9446-469b-a3be-3fdb36bfbd1e/section/20df8acd-9ab9-4f35-8a5d-e91aa5f4a0ea#ch09,Text,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,record,https://dhdebates.gc.cuny.edu/read/untitled-88c11800-9446-469b-a3be-3fdb36bfbd1e/section/20df8acd-9ab9-4f35-8a5d-e91aa5f4a0ea#ch09,,,,,
enrich_ids_symposium,,NYU JIPEL x ENRICH Indigenous Data Sovereignty Symposium,ENRICH,,,Indigenous data sovereignty symposium.,citation; Indigenous data sovereignty,,,,ENRICH,https://www.enrich-hub.org/events/3123,InteractiveResource,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,record,https://www.enrich-hub.org/events/3123,,,,,
metadata_creation_practices,,"Metadata Creation Practices in Digital Repositories and Collections: Schemata, Selection Criteria, and Interoperability","Park, Jung-ran; Tosaka, Yuji",2010-09,,"Metadata creation practices in digital repositories.",citation; metadata,,,,"Information Technology and Libraries, vol. 29, no. 3, Sept. 2010, pp. 104–16",https://doi.org/10.6017/ital.v29i3.3136,Text,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,record,https://doi.org/10.6017/ital.v29i3.3136,,,,,
margins_epistemology,,At the Margins of Epistemology: Amplifying Alternative Ways of Knowing in Library and Information Science,"Patin, Beth; et al.",2021-10,,"Amplifying alternative ways of knowing in LIS.",citation; epistemology; LIS,,,,"Proceedings of the Association for Information Science and Technology, vol. 58, no. 1, Oct. 2021, pp. 630–33",https://doi.org/10.1002/pra2.515,Text,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,record,https://doi.org/10.1002/pra2.515,,,,,
aggregation_heterogeneous_metadata,,The Aggregation of Heterogeneous Metadata in Web-Based Cultural Heritage Collections: A Case Study,"Peroni, Silvio; et al.",2013,,"Aggregation of heterogeneous metadata in cultural heritage collections.",citation; metadata; aggregation,,,,"International Journal of Web Engineering and Technology, vol. 8, no. 4, 2013, p. 412",https://doi.org/10.1504/IJWET.2013.059107,Text,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,record,https://doi.org/10.1504/IJWET.2013.059107,,,,,
oai_pmh_canadian_universities,,The State of OAI-PMH Repositories in Canadian Universities,"Piedboeuf, Frédéric; et al.",2023,,"State of OAI-PMH repositories in Canadian universities.",citation; OAI-PMH,,,,arXiv,https://doi.org/10.48550/ARXIV.2311.11140,Text,text/html,,Refer to source site for rights; screenshots used for educational workshop reference.,,record,https://doi.org/10.48550/ARXIV.2311.11140,,,,,
